race_id,venue,date,race_no,bets,invest,actual,payout,hit,return,top_scen,phase1,theo_prob_actual,n_scenarios
3520260209030008,平塚,2026-02-11,8,6,600,2-4-1,76500,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3520260209030009,平塚,2026-02-11,9,6,600,5-1-3,2200,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
3520260209030012,平塚,2026-02-11,12,6,600,5-4-1,500,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
7420260210020006,高知,2026-02-11,6,0,0,7-1-4,2000,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,18
7420260210020007,高知,2026-02-11,7,0,0,4-3-2,350,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,18
7420260210020008,高知,2026-02-11,8,6,600,3-2-5,3260,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
7420260210020009,高知,2026-02-11,9,6,600,2-6-3,18410,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
7420260210020010,高知,2026-02-11,10,6,600,3-7-4,7290,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
7420260210020011,高知,2026-02-11,11,6,600,4-1-5,660,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
7420260210020012,高知,2026-02-11,12,6,600,2-6-5,2110,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212010001,静岡,2026-02-12,1,6,600,7-1-3,1670,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212010002,静岡,2026-02-12,2,6,600,7-5-2,2550,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212010003,静岡,2026-02-12,3,6,600,3-2-5,3520,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212010004,静岡,2026-02-12,4,6,600,3-9-2,2900,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212010005,静岡,2026-02-12,5,6,600,3-4-1,141130,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212010006,静岡,2026-02-12,6,6,600,7-5-1,5700,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212010007,静岡,2026-02-12,7,6,600,1-9-7,11900,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212010008,静岡,2026-02-12,8,6,600,9-7-2,4070,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
3820260212010009,静岡,2026-02-12,9,6,600,8-3-5,16870,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212010010,静岡,2026-02-12,10,6,600,7-1-4,53910,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212010011,静岡,2026-02-12,11,6,600,7-9-2,5430,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212010012,静岡,2026-02-12,12,6,600,1-7-8,4270,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212010006,別府,2026-02-12,6,6,600,4-2-5,4210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212010007,別府,2026-02-12,7,6,600,1-4-5,1480,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
8620260212010008,別府,2026-02-12,8,6,600,4-7-2,660,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212010009,別府,2026-02-12,9,14,1400,7-2-1,3510,False,0,A_smooth×A_kamashi×B_maenokori,A_smooth,0.0,24
8620260212010010,別府,2026-02-12,10,6,600,5-1-2,1130,True,1130,C_slow×A_kamashi×A_bante_diff,C_slow,0.21053,6
8620260212010011,別府,2026-02-12,11,6,600,1-2-6,19300,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
8620260212010012,別府,2026-02-12,12,6,600,1-5-4,19240,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
3820260212020001,静岡,2026-02-13,1,6,600,2-3-1,73750,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212020002,静岡,2026-02-13,2,6,600,5-9-2,28480,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212020003,静岡,2026-02-13,3,6,600,1-9-7,5440,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212020004,静岡,2026-02-13,4,6,600,9-7-5,49660,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212020005,静岡,2026-02-13,5,6,600,1-9-5,3570,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212020006,静岡,2026-02-13,6,14,1400,3-9-8,2340,False,0,C_slow×B_back×B_maenokori,C_slow,0.0,24
3820260212020007,静岡,2026-02-13,7,6,600,7-8-5,9650,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212020008,静岡,2026-02-13,8,6,600,1-8-3,39320,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212020009,静岡,2026-02-13,9,14,1400,9-2-1,4180,False,0,C_slow×A_kamashi×B_maenokori,C_slow,0.0,24
3820260212020010,静岡,2026-02-13,10,6,600,7-1-8,1100,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212020011,静岡,2026-02-13,11,6,600,1-3-7,8300,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
3820260212020012,静岡,2026-02-13,12,6,600,1-7-3,580,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212020006,別府,2026-02-13,6,6,600,4-2-5,13210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212020007,別府,2026-02-13,7,6,600,6-1-4,10940,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212020008,別府,2026-02-13,8,6,600,3-4-5,3090,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212020009,別府,2026-02-13,9,6,600,4-1-3,4190,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212020010,別府,2026-02-13,10,6,600,2-1-7,3480,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212020011,別府,2026-02-13,11,6,600,1-5-6,930,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8620260212020012,別府,2026-02-13,12,6,600,4-3-1,7790,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
2420260214010006,宇都宮,2026-02-14,6,6,600,3-5-7,11690,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2420260214010007,宇都宮,2026-02-14,7,6,600,7-1-2,2700,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214010008,宇都宮,2026-02-14,8,6,600,1-7-4,13250,True,13250,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.16319,6
2420260214010009,宇都宮,2026-02-14,9,6,600,2-4-7,5340,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214010010,宇都宮,2026-02-14,10,6,600,4-6-3,40210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214010011,宇都宮,2026-02-14,11,6,600,5-3-4,1490,True,1490,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.35575,6
2420260214010012,宇都宮,2026-02-14,12,6,600,3-6-7,2400,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030001,静岡,2026-02-14,1,6,600,5-7-1,8140,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030002,静岡,2026-02-14,2,6,600,5-9-3,6920,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030003,静岡,2026-02-14,3,6,600,3-9-1,11790,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030004,静岡,2026-02-14,4,6,600,6-1-9,62750,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212030005,静岡,2026-02-14,5,6,600,3-4-8,5610,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212030006,静岡,2026-02-14,6,14,1400,2-7-6,72870,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,24
3820260212030007,静岡,2026-02-14,7,6,600,1-9-3,22590,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030008,静岡,2026-02-14,8,6,600,6-2-3,25530,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
3820260212030009,静岡,2026-02-14,9,6,600,9-8-2,101130,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030010,静岡,2026-02-14,10,6,600,1-7-3,4170,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030011,静岡,2026-02-14,11,6,600,9-7-5,1110,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212030012,静岡,2026-02-14,12,14,1400,9-6-5,246010,False,0,A_smooth×B_back×B_maenokori,A_smooth,0.0,24
7320260214010006,小松島,2026-02-14,6,6,600,3-7-1,1250,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
7320260214010007,小松島,2026-02-14,7,6,600,1-7-2,1360,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
7320260214010008,小松島,2026-02-14,8,6,600,1-5-3,1370,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
7320260214010009,小松島,2026-02-14,9,6,600,1-3-7,4710,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
7320260214010010,小松島,2026-02-14,10,6,600,5-1-4,3940,True,3940,C_slow×A_kamashi×A_bante_diff,C_slow,0.21053,6
7320260214010011,小松島,2026-02-14,11,6,600,2-4-5,293420,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
7320260214010012,小松島,2026-02-14,12,6,600,3-1-4,4770,True,4770,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.07809,6
8620260212030005,別府,2026-02-14,5,6,600,5-1-6,3580,True,3580,C_slow×A_kamashi×A_bante_diff,C_slow,0.31579,6
8620260212030006,別府,2026-02-14,6,6,600,5-2-7,8750,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212030007,別府,2026-02-14,7,6,600,2-4-3,1880,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212030009,別府,2026-02-14,9,6,600,1-5-7,6440,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8620260212030010,別府,2026-02-14,10,6,600,3-1-7,27290,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260212030012,別府,2026-02-14,12,6,600,2-7-5,3430,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2420260214020006,宇都宮,2026-02-15,6,6,600,1-7-4,3610,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214020007,宇都宮,2026-02-15,7,6,600,4-3-6,31260,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214020008,宇都宮,2026-02-15,8,6,600,1-3-2,8100,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2420260214020009,宇都宮,2026-02-15,9,6,600,2-7-5,10010,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2420260214020010,宇都宮,2026-02-15,10,6,600,5-4-3,1800,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214020011,宇都宮,2026-02-15,11,6,600,5-1-4,750,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
2420260214020012,宇都宮,2026-02-15,12,6,600,1-2-4,3680,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212040001,静岡,2026-02-15,1,6,600,1-7-5,3670,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212040002,静岡,2026-02-15,2,6,600,7-5-1,2550,True,2550,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.17308,6
3820260212040003,静岡,2026-02-15,3,6,600,6-1-9,20650,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212040004,静岡,2026-02-15,4,6,600,7-9-5,3070,True,3070,C_slow×A_kamashi×A_bante_diff,C_slow,0.07895,6
3820260212040005,静岡,2026-02-15,5,6,600,7-3-1,17310,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3820260212040006,静岡,2026-02-15,6,14,1400,9-1-7,9690,False,0,C_slow×B_back×B_maenokori,C_slow,0.0,24
3820260212040007,静岡,2026-02-15,7,6,600,5-9-7,7520,True,7520,C_slow×A_kamashi×A_bante_diff,C_slow,0.05921,6
3820260212040008,静岡,2026-02-15,8,14,1400,9-1-6,770,False,0,C_slow×B_back×B_maenokori,C_slow,0.0,18
3820260212040009,静岡,2026-02-15,9,14,1400,1-2-4,13210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,24
3820260212040010,静岡,2026-02-15,10,6,600,2-8-7,17340,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,12
3820260212040011,静岡,2026-02-15,11,6,600,9-7-5,71170,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
3820260212040012,静岡,2026-02-15,12,6,600,3-8-9,13010,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
7320260214020006,小松島,2026-02-15,6,6,600,2-6-4,2120,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
7320260214020007,小松島,2026-02-15,7,6,600,1-5-6,350,False,0,B_chaos×B_back×A_bante_diff,B_chaos,0.0,6
7320260214020008,小松島,2026-02-15,8,6,600,1-4-3,20690,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
7320260214020009,小松島,2026-02-15,9,6,600,3-7-4,4260,False,0,B_chaos×B_back×A_bante_diff,B_chaos,0.0,6
7320260214020010,小松島,2026-02-15,10,6,600,3-4-7,4680,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
7320260214020011,小松島,2026-02-15,11,6,600,5-2-6,3830,True,3830,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.21758,6
7320260214020012,小松島,2026-02-15,12,6,600,5-3-1,7110,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214030005,宇都宮,2026-02-16,5,6,600,2-1-5,3320,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214030006,宇都宮,2026-02-16,6,6,600,5-2-1,41110,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214030007,宇都宮,2026-02-16,7,6,600,7-3-4,14800,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214030008,宇都宮,2026-02-16,8,6,600,1-5-3,3450,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2420260214030009,宇都宮,2026-02-16,9,6,600,1-3-5,12560,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2420260214030010,宇都宮,2026-02-16,10,6,600,1-2-7,3250,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2420260214030012,宇都宮,2026-02-16,12,6,600,1-4-2,7860,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4320260216010006,岐阜,2026-02-16,6,6,600,3-7-4,1280,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4320260216010007,岐阜,2026-02-16,7,6,600,1-6-7,2500,True,2500,C_slow×A_kamashi×A_bante_diff,C_slow,0.20013,12
4320260216010008,岐阜,2026-02-16,8,6,600,1-3-7,3550,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
4320260216010009,岐阜,2026-02-16,9,6,600,2-7-1,710,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
4320260216010010,岐阜,2026-02-16,10,6,600,7-6-1,212140,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4320260216010011,岐阜,2026-02-16,11,6,600,1-4-6,1360,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
4320260216010012,岐阜,2026-02-16,12,6,600,5-2-3,20840,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
7320260214030005,小松島,2026-02-16,5,6,600,4-1-3,1310,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
7320260214030006,小松島,2026-02-16,6,6,600,7-5-3,3200,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
7320260214030007,小松島,2026-02-16,7,6,600,5-2-7,45560,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
7320260214030008,小松島,2026-02-16,8,6,600,4-3-2,3880,False,0,B_chaos×B_back×A_bante_diff,B_chaos,0.0,6
7320260214030009,小松島,2026-02-16,9,6,600,2-1-5,4720,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
7320260214030010,小松島,2026-02-16,10,2,200,7-4-1,2450,True,2450,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.38462,18
7320260214030012,小松島,2026-02-16,12,2,200,2-6-1,7630,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,18
2320260217010006,取手,2026-02-17,6,6,600,1-4-2,7340,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2320260217010007,取手,2026-02-17,7,6,600,3-7-1,990,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2320260217010008,取手,2026-02-17,8,6,600,5-1-6,2450,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2320260217010009,取手,2026-02-17,9,6,600,5-1-4,6750,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2320260217010010,取手,2026-02-17,10,6,600,4-1-3,2090,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2320260217010011,取手,2026-02-17,11,6,600,4-1-2,26350,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2320260217010012,取手,2026-02-17,12,6,600,5-7-2,11120,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217010006,久留米,2026-02-17,6,14,1400,1-4-6,4970,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,24
8320260217010007,久留米,2026-02-17,7,6,600,7-3-1,30460,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217010008,久留米,2026-02-17,8,6,600,5-3-7,3280,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8320260217010009,久留米,2026-02-17,9,6,600,5-1-4,2060,True,2060,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.1757,6
8320260217010010,久留米,2026-02-17,10,6,600,1-7-4,690,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217010011,久留米,2026-02-17,11,6,600,5-6-7,25850,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8320260217010012,久留米,2026-02-17,12,6,600,6-4-1,5030,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
2320260217020006,取手,2026-02-18,6,6,600,1-2-7,25050,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2320260217020007,取手,2026-02-18,7,6,600,7-3-1,790,True,790,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.35575,6
2320260217020008,取手,2026-02-18,8,6,600,7-4-5,25400,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2320260217020009,取手,2026-02-18,9,6,600,4-7-2,4070,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
2320260217020010,取手,2026-02-18,10,6,600,2-6-7,36170,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2320260217020011,取手,2026-02-18,11,6,600,1-2-4,1760,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
2320260217020012,取手,2026-02-18,12,6,600,1-7-2,73740,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217020006,久留米,2026-02-18,6,6,600,2-1-5,2490,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8320260217020007,久留米,2026-02-18,7,6,600,3-7-2,900,True,900,C_slow×A_kamashi×A_bante_diff,C_slow,0.31579,6
8320260217020008,久留米,2026-02-18,8,6,600,2-6-7,29240,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217020009,久留米,2026-02-18,9,6,600,3-4-7,600,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8320260217020010,久留米,2026-02-18,10,6,600,6-4-3,22630,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217020011,久留米,2026-02-18,11,6,600,2-4-7,3020,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217020012,久留米,2026-02-18,12,6,600,7-2-1,3770,True,3770,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.30769,6
2320260217030005,取手,2026-02-19,5,6,600,4-3-5,2260,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
2320260217030006,取手,2026-02-19,6,6,600,7-5-1,4730,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
2320260217030007,取手,2026-02-19,7,14,1400,3-5-6,8220,True,8220,C_slow×A_kamashi×B_maenokori,C_slow,0.00749,24
2320260217030008,取手,2026-02-19,8,6,600,1-4-5,13010,True,13010,C_slow×A_kamashi×A_bante_diff,C_slow,0.17763,6
2320260217030009,取手,2026-02-19,9,6,600,4-1-3,3030,True,3030,C_slow×A_kamashi×A_bante_diff,C_slow,0.31579,6
2320260217030010,取手,2026-02-19,10,0,0,2-3-4,4370,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,18
2320260217030011,取手,2026-02-19,11,6,600,1-7-3,3490,True,3490,C_slow×B_back×A_bante_diff,C_slow,0.31579,6
2320260217030012,取手,2026-02-19,12,6,600,2-5-7,1300,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8320260217030005,久留米,2026-02-19,5,6,600,5-3-4,1320,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8320260217030006,久留米,2026-02-19,6,6,600,1-5-3,9270,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217030007,久留米,2026-02-19,7,6,600,7-5-1,7200,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8320260217030008,久留米,2026-02-19,8,6,600,7-1-3,11960,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8320260217030009,久留米,2026-02-19,9,2,200,3-2-7,3310,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,18
8320260217030010,久留米,2026-02-19,10,6,600,4-5-1,470,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8320260217030012,久留米,2026-02-19,12,6,600,4-2-1,8940,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220010006,伊東,2026-02-20,6,6,600,2-5-3,3340,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220010007,伊東,2026-02-20,7,6,600,1-3-7,8180,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220010008,伊東,2026-02-20,8,6,600,5-1-4,1830,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
3720260220010009,伊東,2026-02-20,9,6,600,1-4-3,1990,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220010010,伊東,2026-02-20,10,6,600,2-1-7,2440,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220010011,伊東,2026-02-20,11,6,600,5-7-4,33640,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220010012,伊東,2026-02-20,12,6,600,4-5-1,730,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8720260220010001,熊本,2026-02-20,1,14,1400,5-3-1,6830,True,6830,A_smooth×A_kamashi×B_maenokori,A_smooth,0.01244,24
8720260220010002,熊本,2026-02-20,2,6,600,1-2-3,13780,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8720260220010003,熊本,2026-02-20,3,6,600,7-2-1,53610,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220010004,熊本,2026-02-20,4,6,600,1-3-5,89710,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8720260220010005,熊本,2026-02-20,5,14,1400,9-7-4,9400,False,0,C_slow×A_kamashi×B_maenokori,C_slow,0.0,24
8720260220010006,熊本,2026-02-20,6,6,600,6-1-7,30790,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220010007,熊本,2026-02-20,7,6,600,2-5-7,5720,True,5720,C_slow×A_kamashi×A_bante_diff,C_slow,0.15789,6
8720260220010008,熊本,2026-02-20,8,6,600,2-7-1,4840,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220010009,熊本,2026-02-20,9,14,1400,1-3-9,480,False,0,B_chaos×A_kamashi×B_maenokori,B_chaos,0.0,24
8720260220010010,熊本,2026-02-20,10,6,600,1-2-6,19700,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220010011,熊本,2026-02-20,11,6,600,2-8-9,8960,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220010012,熊本,2026-02-20,12,6,600,9-1-2,4120,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220020006,伊東,2026-02-21,6,6,600,3-1-2,3930,True,3930,C_slow×A_kamashi×A_bante_diff,C_slow,0.15789,6
3720260220020007,伊東,2026-02-21,7,6,600,1-2-4,3690,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
3720260220020008,伊東,2026-02-21,8,6,600,3-5-2,2380,True,2380,C_slow×A_kamashi×A_bante_diff,C_slow,0.05921,6
3720260220020009,伊東,2026-02-21,9,6,600,3-7-1,11000,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
3720260220020010,伊東,2026-02-21,10,6,600,2-7-4,4180,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220020011,伊東,2026-02-21,11,6,600,2-1-7,10270,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220020012,伊東,2026-02-21,12,6,600,1-4-7,460,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
6320260221010006,防府,2026-02-21,6,6,600,4-3-1,3940,True,3940,A_smooth×B_back×A_bante_diff,A_smooth,0.20011,6
6320260221010007,防府,2026-02-21,7,6,600,5-2-3,34030,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221010008,防府,2026-02-21,8,6,600,2-4-1,2800,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221010009,防府,2026-02-21,9,6,600,6-5-2,40070,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221010010,防府,2026-02-21,10,6,600,7-4-5,12070,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221010011,防府,2026-02-21,11,6,600,1-7-2,1620,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221010012,防府,2026-02-21,12,6,600,3-2-7,11010,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
8720260220020001,熊本,2026-02-21,1,6,600,1-7-8,21160,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
